Названия;Описание товара;в наличие товара;Ссылка на товар
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 12GB DDR4 128GB SSD W10 Black;43750 сом;"Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 12GB DDR4 128GB SSD W10 BlackОперационная система Windows 10 Pro; пакет офисных программ MS Office 2019; процессор Intel Core i3 (2/4) 1200 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 12 GB DDR4;...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-extensa-ex215-52-intel-core-i3-1005g1-12gb-ddr4-128gb-ssd-w10-black
Ноутбук Lenovo Ideapad S145-15IWL Intel Core i3-7020U 8GB DDR4 1000GB HDD + 128GB SSD NVIDIA MX110 DOS Silver;46620 сом;"Ноутбук Lenovo Ideapad S145-15IWL Intel Core i3-7020U 8GB DDR4 1000GB HDD + 128GB SSD NVIDIA MX110 DOS SilverОперационная система DOS; 2х-ядерный процессор 2.3 Ггц; дискретная графика; экран 15.6"" TN HD; объем оперативной памяти 8 Гб; физическая память HDD 1000 Гб + SSD 128 Гб; вес от 1.85...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-8gb-ddr4-1000gb-hdd-128gb-ssd-nvidia-mx110-dos-silver
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 4GB 500GB HDD Intel HD Graphics HD черный;34000 сом;"Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 4GB 500GB HDD Intel HD Graphics HD черныйТип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя HDD: 500 Gb; Вес: от 1,8 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-4gb-500gb-hdd-intel-hd-graphics-hd-chernyy
Ноутбук Apple MacBook Air 13 (Late 2020) Apple M1 16/512GB серый космос;146880 сом;"Ноутбук Apple MacBook Air 13 (Late 2020) Apple M1 16/512GB серый космоспроцессор: Apple M1, объем оперативной памяти: 16 ГБ, накопитель: SSD 512 ГБ, встроенная видеокарта: Apple graphics 7-core, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора: 18 ч, операционная система:...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-apple-macbook-air-13-late-2020-apple-m1-16-512gb-seryy-kosmos
Ноутбук Asus X515J Intel Core i3-1005G1 20GB DDR4 512GB SSD DOS Slate Grey;46530 сом;"Ноутбук Asus X515J Intel Core i3-1005G1 20GB DDR4 512GB SSD DOS Slate GreyОперационная система DOS; процессор Intel Core i3 (2/4) 1200 MHz; видеоадаптер Intel Graphics; экран 15.6"" UWVA 1366x768; оперативная память 20 GB DDR4; накопитель SSD 512 GB; DVDRW нет; вес от...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x515j-intel-core-i3-1005g1-20gb-ddr4-512gb-ssd-dos-slate-grey
Ноутбук Asus X515M Intel Celeron N4020 4GB DDR4 240GB SSD DOS Grey;31630 сом;"Ноутбук Asus X515M Intel Celeron N4020 4GB DDR4 240GB SSD DOS GreyОперационная система DOS; процессор Intel Celeron (2/2) 1100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель SSD 240 GB; DVDRW нет; вес от 1.8...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x515m-intel-celeron-n4020-4gb-ddr4-240gb-ssd-dos-grey
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 4GB DDR4 240GB SSD W10 Black;40530 сом;"Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 4GB DDR4 240GB SSD W10 BlackОперационная система Windows 10 Pro; пакет офисных программ MS Office 2019; процессор Intel Core i3 (2/4) 1200 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4;...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-extensa-ex215-52-intel-core-i3-1005g1-4gb-ddr4-240gb-ssd-w10-black
Ноутбук Lenovo Ideapad S145-15IWL Intel Core i3-7020U 8GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX110 DOS Silver;47930 сом;"Ноутбук Lenovo Ideapad S145-15IWL Intel Core i3-7020U 8GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX110 DOS SilverОперационная система DOS; 2х-ядерный процессор 2.3 Ггц; дискретная графика; экран 15.6"" TN HD; объем оперативной памяти 8 Гб; физическая память HDD 1000 Гб + SSD 256 Гб; вес от 1.85...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-8gb-ddr4-1000gb-hdd-256gb-ssd-nvidia-mx110-dos-silver
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 120GB SSD Intel HD Graphics HD черный;37040 сом;"Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 120GB SSD Intel HD Graphics HD черныйТип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 120 Gb; Вес: от 1,8 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-8gb-120gb-ssd-intel-hd-graphics-hd-chernyy
Ноутбук Apple MacBook Air 13 (Late 2020) Apple M1 16/512GB серебристый;146880 сом;"Ноутбук Apple MacBook Air 13 (Late 2020) Apple M1 16/512GB серебристыйпроцессор: Apple M1, объем оперативной памяти: 16 ГБ, накопитель: SSD 512 ГБ, встроенная видеокарта: Apple graphics 7-core, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора: 18 ч, операционная система:...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-apple-macbook-air-13-late-2020-apple-m1-16-512gb-serebristyy
Ноутбук Asus X515M Intel Celeron N4020 8GB DDR4 240GB SSD DOS Grey;34250 сом;"Ноутбук Asus X515M Intel Celeron N4020 8GB DDR4 240GB SSD DOS GreyОперационная система DOS; процессор Intel Celeron (2/2) 1100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель SSD 240 GB; DVDRW нет; вес от 1.8...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x515m-intel-celeron-n4020-8gb-ddr4-240gb-ssd-dos-grey
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 8GB DDR4 240GB SSD W10 Black;44970 сом;"Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 8GB DDR4 240GB SSD W10 BlackОперационная система Windows 10 Pro; пакет офисных программ MS Office 2019; процессор Intel Core i3 (2/4) 1200 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4;...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-extensa-ex215-52-intel-core-i3-1005g1-8gb-ddr4-240gb-ssd-w10-black
Ноутбук Lenovo Ideapad S145-15AST A6-9225 4GB DDR4 240GB SSD AMD Radeon R7 M445 2GB HD черный;37480 сом;"Ноутбук Lenovo Ideapad S145-15AST A6-9225 4GB DDR4 240GB SSD AMD Radeon R7 M445 2GB HD черныйТип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 4 Gb DDR4; Объем накопителя SSD: 240 Gb; Вес: от 1.85 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15ast-a6-9225-4gb-ddr4-240gb-ssd-amd-radeon-r7-m445-2gb-hd-chernyy
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 1000GB HDD Intel HD Graphics HD черный;36600 сом;"Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 1000GB HDD Intel HD Graphics HD черныйТип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя HDD: 1000 Gb; Вес: от 1,8 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-8gb-1000gb-hdd-intel-hd-graphics-hd-chernyy
Ноутбук Apple MacBook Air 13 (Late 2020) Apple M1 16/512GB розовое золото;146880 сом;"Ноутбук Apple MacBook Air 13 (Late 2020) Apple M1 16/512GB розовое золотопроцессор: Apple M1, объем оперативной памяти: 16 ГБ, накопитель: SSD 512 ГБ, встроенная видеокарта: Apple graphics 7-core, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора: 18 ч, операционная система:...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-apple-macbook-air-13-late-2020-apple-m1-16-512gb-rozovoe-zoloto
Ноутбук Asus X515M Intel Celeron N4020 4GB DDR4 1000GB HDD + 128GB SSD DOS Grey;33810 сом;"Ноутбук Asus X515M Intel Celeron N4020 4GB DDR4 1000GB HDD + 128GB SSD DOS GreyОперационная система DOS; процессор Intel Celeron (2/2) 1100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB + SSD 128 GB; DVDRW...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x515m-intel-celeron-n4020-4gb-ddr4-1000gb-hdd-128gb-ssd-dos-grey
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 12GB DDR4 240GB SSD W10 Black;47320 сом;"Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 12GB DDR4 240GB SSD W10 BlackОперационная система Windows 10 Pro; пакет офисных программ MS Office 2019; процессор Intel Core i3 (2/4) 1200 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 12 GB DDR4;...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-extensa-ex215-52-intel-core-i3-1005g1-12gb-ddr4-240gb-ssd-w10-black
Ноутбук Lenovo Legion 5 15ARH05H AMD Ryzen 7-4800H 16GB DDR4 1000GB HDD + 512GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;96080 сом;"Ноутбук Lenovo Legion 5 15ARH05H AMD Ryzen 7-4800H 16GB DDR4 1000GB HDD + 512GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черныйТип: ноутбук; Операционная система: DOS; Процессор: AMD Ryzen 7-4800H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia GeForce GTX 1650; Объем оперативной памяти: 16 Gb DDR4; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 512 Gb; Вес: от...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-legion-5-15arh05h-amd-ryzen-7-4800h-16gb-ddr4-1000gb-hdd-512gb-ssd-nvidia-geforce-gtx-1650-4gb-fhd-dos-chernyy
Ноутбук Lenovo Ideapad S145-15AST A6-9225 8GB DDR4 240GB SSD AMD Radeon R7 M445 2GB HD черный;39660 сом;"Ноутбук Lenovo Ideapad S145-15AST A6-9225 8GB DDR4 240GB SSD AMD Radeon R7 M445 2GB HD черныйТип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 240 Gb; Вес: от 1.85 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15ast-a6-9225-8gb-ddr4-240gb-ssd-amd-radeon-r7-m445-2gb-hd-chernyy
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 240GB SSD Intel HD Graphics HD черный;38350 сом;"Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 240GB SSD Intel HD Graphics HD черныйТип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 240 Gb; Вес: от 1,8 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-8gb-240gb-ssd-intel-hd-graphics-hd-chernyy
Ноутбук Foxcon Intel Core i5-5257U 8GB DDR3L 120GB SSD FHD серебристый;39660 сом;"Ноутбук Foxcon Intel Core i5-5257U 8GB DDR3L 120GB SSD FHD серебристыйОперационная система DOS; 2х-ядерный процессор 2.7 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" IPS 1920x1080; объем оперативной памяти 8 Гб; накопитель SSD 120 Гб; DVDRW нет";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-foxcon-intel-core-i5-5257u-8gb-ddr3l-120gb-ssd-fhd-serebristyy
Ноутбук Asus X515M Intel Celeron N4020 8GB DDR4 1000GB HDD + 128GB SSD DOS Grey;35570 сом;"Ноутбук Asus X515M Intel Celeron N4020 8GB DDR4 1000GB HDD + 128GB SSD DOS GreyОперационная система DOS; процессор Intel Celeron (2/2) 1100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB + SSD 128 GB; DVDRW...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-asus-x515m-intel-celeron-n4020-8gb-ddr4-1000gb-hdd-128gb-ssd-dos-grey
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 4GB DDR4 256GB SSD W10 Black;40790 сом;"Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 4GB DDR4 256GB SSD W10 BlackОперационная система Windows 10 Pro; пакет офисных программ MS Office 2019; процессор Intel Core i3 (2/4) 1200 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4;...";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-acer-extensa-ex215-52-intel-core-i3-1005g1-4gb-ddr4-256gb-ssd-w10-black
Ноутбук Lenovo Legion 5 15ARH05H AMD Ryzen 7-4800H 16GB DDR4 256GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;84380 сом;"Ноутбук Lenovo Legion 5 15ARH05H AMD Ryzen 7-4800H 16GB DDR4 256GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черныйТип: ноутбук; Операционная система: DOS; Процессор: AMD Ryzen 7-4800H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia GeForce GTX 1650; Объем оперативной памяти: 16 Gb DDR4; Объем накопителя SSD: 256 Gb; Вес: от 2.3 кг";Уточняйте наличие;https://www.kivano.kg/product/view/noutbuk-lenovo-legion-5-15arh05h-amd-ryzen-7-4800h-16gb-ddr4-256gb-ssd-nvidia-geforce-gtx-1650-4gb-fhd-dos-chernyy
